"","V11","V1","V2","V5"
"2745",40190800,"2022/02/20","23:15:10.60",2.25
"2746",40190792,"2022/02/20","23:17:31.73",2.56
"2747",40190808,"2022/02/20","23:24:53.58",1.17
"2748",40190816,"2022/02/20","23:28:44.49",0.71
"2749",40190824,"2022/02/20","23:32:49.35",0.64
"2750",40190840,"2022/02/21","00:17:06.52",1.55
"2751",40190848,"2022/02/21","01:54:16.58",0.97
"2752",40190856,"2022/02/21","02:40:40.29",0.64
"2753",40190864,"2022/02/21","02:44:51.96",2.26
"2754",40190872,"2022/02/21","03:29:29.66",0.55
"2755",40190952,"2022/02/21","06:23:13.74",0.5
"2756",40190960,"2022/02/21","08:33:19.31",0.61
"2757",40190968,"2022/02/21","08:50:59.89",1.37
"2758",40190976,"2022/02/21","09:55:24.37",0.74
"2759",40190984,"2022/02/21","10:09:29.13",0.65
"2760",40190992,"2022/02/21","10:15:13.69",1.17
"2761",40191000,"2022/02/21","10:40:28.19",0.22
"2762",40191008,"2022/02/21","11:02:43.64",0.53
"2763",37395964,"2022/02/21","11:02:45.77",0.49
"2764",40191024,"2022/02/21","13:23:15.23",0.14
"2765",40191040,"2022/02/21","14:47:02.31",0.06
"2766",40191088,"2022/02/21","16:30:13.37",1.55
"2767",40191112,"2022/02/21","18:20:23.34",1.44
"2768",40191168,"2022/02/21","19:05:07.45",0.91
"2769",40191184,"2022/02/21","19:47:06.06",1.82
"2770",40191192,"2022/02/21","20:53:23.19",1.3
"2771",40191200,"2022/02/21","20:58:08.88",0.47
"2772",40191208,"2022/02/21","21:20:44.82",0.42
"2773",40191224,"2022/02/21","23:35:58.61",1.79
"2774",40191232,"2022/02/22","00:01:52.20",0.95
"2775",40191240,"2022/02/22","00:26:03.51",1.28
"2776",40191256,"2022/02/22","01:11:54.51",0.95
"2777",40191264,"2022/02/22","02:42:18.55",1.01
"2778",40191272,"2022/02/22","02:58:01.63",1.32
"2779",40191280,"2022/02/22","03:24:04.35",0.88
"2780",40191312,"2022/02/22","05:39:40.08",2.44
"2781",40191320,"2022/02/22","05:52:42.07",1.01
"2782",40191328,"2022/02/22","06:00:14.38",0.59
"2783",40191336,"2022/02/22","07:32:53.74",1.13
"2784",37396284,"2022/02/22","08:38:51.98",0.91
"2785",40191352,"2022/02/22","08:38:56.12",0.58
"2786",40191360,"2022/02/22","09:01:04.48",1.63
"2787",40191368,"2022/02/22","09:21:11.62",0.63
"2788",40191376,"2022/02/22","10:05:27.91",0.75
"2789",37396292,"2022/02/22","10:05:47.95",0.52
"2790",40191384,"2022/02/22","11:06:55.16",1.73
"2791",40191392,"2022/02/22","11:26:12.97",1.74
"2792",40191400,"2022/02/22","11:30:28.80",1.5
"2793",40191408,"2022/02/22","12:31:35.46",1.37
"2794",40191416,"2022/02/22","13:53:47.80",0.66
"2795",40191448,"2022/02/22","14:58:22.15",1.37
"2796",40191456,"2022/02/22","15:48:12.02",0.51
"2797",40191488,"2022/02/22","17:14:28.21",0.96
"2798",40191512,"2022/02/22","17:35:20.08",2.42
"2799",40191520,"2022/02/22","17:39:58.32",1.88
"2800",40191544,"2022/02/22","17:51:14.31",0.91
"2801",40191576,"2022/02/22","18:20:37.30",0.72
"2802",40191592,"2022/02/22","18:38:45.90",1.4
"2803",40191616,"2022/02/22","19:57:11.53",1.74
"2804",40191672,"2022/02/22","21:20:30.11",1.7
"2805",40191696,"2022/02/22","22:19:12.73",1.08
"2806",40191728,"2022/02/23","00:10:33.00",1
"2807",40191736,"2022/02/23","00:20:39.97",2.82
"2808",40191752,"2022/02/23","00:53:46.05",0.85
"2809",40191760,"2022/02/23","00:56:15.53",2
"2810",40191776,"2022/02/23","01:51:42.35",2.05
"2811",40191784,"2022/02/23","02:08:05.91",0.45
"2812",40191808,"2022/02/23","03:04:13.50",0.55
"2813",40191824,"2022/02/23","03:39:35.56",0.7
"2814",40191832,"2022/02/23","03:50:49.40",1.25
"2815",40191840,"2022/02/23","03:55:17.63",0.6
"2816",40191856,"2022/02/23","04:35:01.13",1.45
"2817",40191864,"2022/02/23","06:21:02.94",1.17
"2818",37396444,"2022/02/23","06:21:18.07",0.61
"2819",40191872,"2022/02/23","06:51:50.31",2.21
"2820",40191880,"2022/02/23","07:08:44.39",1.71
"2821",40191888,"2022/02/23","07:25:31.48",1.18
"2822",40191896,"2022/02/23","07:44:58.46",1.95
"2823",40191904,"2022/02/23","07:59:17.65",1.21
"2824",40191912,"2022/02/23","08:07:29.55",1.25
"2825",40191920,"2022/02/23","08:22:06.87",0.57
"2826",40191928,"2022/02/23","09:40:56.43",1.64
"2827",40191936,"2022/02/23","10:01:54.20",0.84
"2828",40191944,"2022/02/23","10:48:10.76",1.44
"2829",40191952,"2022/02/23","11:03:31.84",0.4
"2830",40191960,"2022/02/23","11:49:11.29",0.84
"2831",40191976,"2022/02/23","13:17:11.39",1.09
"2832",40191992,"2022/02/23","14:07:00.76",1.57
"2833",40192032,"2022/02/23","15:26:20.89",1.17
"2834",40192056,"2022/02/23","16:19:23.94",1.12
"2835",40192072,"2022/02/23","16:52:39.26",1.39
"2836",40192088,"2022/02/23","18:09:02.94",1.24
"2837",40192096,"2022/02/23","18:16:11.09",1.2
"2838",40192104,"2022/02/23","18:51:33.54",0.91
"2839",40192112,"2022/02/23","19:11:15.25",1.46
"2840",40192136,"2022/02/23","19:55:33.14",1.03
"2841",40192144,"2022/02/23","20:10:30.30",1.02
"2842",40192176,"2022/02/23","20:39:18.37",1.2
"2843",40192184,"2022/02/23","20:43:33.46",0.9
"2844",40192256,"2022/02/23","23:33:52.45",0.92
"2845",40192264,"2022/02/24","00:02:36.38",0.31
"2846",40192280,"2022/02/24","00:22:36.31",1.52
"2847",40192296,"2022/02/24","01:24:02.90",0.73
"2848",40192312,"2022/02/24","02:41:38.06",0.66
"2849",40192320,"2022/02/24","03:30:38.07",1.03
"2850",40192328,"2022/02/24","03:45:32.52",2.04
"2851",40192344,"2022/02/24","04:19:21.34",1
"2852",40192352,"2022/02/24","05:01:33.10",0.79
"2853",40192360,"2022/02/24","05:02:09.25",1.14
"2854",40192368,"2022/02/24","06:43:22.32",0.55
"2855",40192376,"2022/02/24","06:45:43.19",0.74
"2856",40192384,"2022/02/24","07:24:19.26",0.72
"2857",40192392,"2022/02/24","09:04:08.34",1.42
"2858",40192400,"2022/02/24","10:14:32.93",1.15
"2859",40192408,"2022/02/24","11:21:32.36",1.25
"2860",40192416,"2022/02/24","12:07:17.99",1.18
"2861",40192440,"2022/02/24","13:46:26.86",1.55
"2862",40192456,"2022/02/24","13:55:35.76",0.71
"2863",40192464,"2022/02/24","14:08:55.20",0.3
"2864",40192488,"2022/02/24","14:53:33.99",0.6
"2865",40192504,"2022/02/24","16:10:50.46",0.8
"2866",40192512,"2022/02/24","16:27:55.29",0.89
"2867",40192536,"2022/02/24","16:41:08.12",0.36
"2868",40192544,"2022/02/24","16:53:23.68",1.76
"2869",40192568,"2022/02/24","17:41:27.13",0.29
"2870",40192576,"2022/02/24","17:50:26.85",1.24
"2871",40192616,"2022/02/24","18:11:01.50",0.67
"2872",40192736,"2022/02/24","19:42:42.45",0.87
"2873",40192752,"2022/02/24","19:58:17.91",0.94
"2874",40192776,"2022/02/24","19:59:55.47",1.29
"2875",40192784,"2022/02/24","20:30:21.28",0.96
"2876",40192808,"2022/02/24","20:59:35.94",0.77
"2877",40192848,"2022/02/24","22:12:17.21",1.11
"2878",40192856,"2022/02/24","22:20:49.09",0.8
"2879",40192872,"2022/02/24","22:28:13.31",0.32
"2880",40192880,"2022/02/24","22:38:47.53",1.66
"2881",40192888,"2022/02/24","22:42:30.78",1.04
"2882",40192912,"2022/02/24","23:35:31.83",1.77
"2883",40192928,"2022/02/24","23:42:23.02",0.78
"2884",40192936,"2022/02/24","23:48:22.14",0.83
"2885",40193000,"2022/02/25","00:21:08.75",1
"2886",40193040,"2022/02/25","01:22:10.53",1.1
"2887",40193064,"2022/02/25","01:48:13.38",1.09
"2888",40193072,"2022/02/25","01:49:02.93",0.96
"2889",40193104,"2022/02/25","02:27:20.22",0.21
"2890",40193112,"2022/02/25","03:02:26.61",0.17
"2891",40193120,"2022/02/25","03:07:30.48",0.24
"2892",40193136,"2022/02/25","03:15:14.28",0.92
"2893",40193144,"2022/02/25","03:48:37.04",0.76
"2894",40193176,"2022/02/25","05:29:36.13",1.03
"2895",40193184,"2022/02/25","05:35:47.37",0.31
"2896",40193192,"2022/02/25","06:09:40.82",0.27
"2897",40193200,"2022/02/25","06:43:03.86",0.74
"2898",40193208,"2022/02/25","06:43:34.26",0.85
"2899",40193216,"2022/02/25","06:44:17.97",1.24
"2900",40193224,"2022/02/25","07:10:21.30",0.39
"2901",40193240,"2022/02/25","07:38:48.15",2.54
"2902",40193256,"2022/02/25","08:30:07.34",0.98
"2903",40193264,"2022/02/25","08:54:52.00",0.47
"2904",40193272,"2022/02/25","09:12:24.47",0.4
"2905",40193280,"2022/02/25","09:15:44.25",0.69
"2906",40193296,"2022/02/25","09:42:42.14",1.33
"2907",40193304,"2022/02/25","10:16:54.45",1.33
"2908",40193312,"2022/02/25","10:19:10.77",1.98
"2909",40193320,"2022/02/25","10:28:43.45",1.49
"2910",40193328,"2022/02/25","10:35:06.68",1.43
"2911",40193336,"2022/02/25","10:39:25.98",2.34
"2912",40193352,"2022/02/25","12:11:54.85",0.9
"2913",40193360,"2022/02/25","13:15:24.75",0.76
"2914",37399004,"2022/02/25","13:15:25.49",0.83
"2915",40193376,"2022/02/25","13:34:07.54",0.76
"2916",40193384,"2022/02/25","13:43:16.69",0.71
"2917",40193408,"2022/02/25","14:53:44.52",0.47
"2918",40193432,"2022/02/25","15:36:11.57",0.99
"2919",40193448,"2022/02/25","15:53:21.48",0.95
"2920",40193464,"2022/02/25","16:06:11.39",1.59
"2921",40193472,"2022/02/25","16:20:51.53",1.22
"2922",40193480,"2022/02/25","16:34:32.12",0.63
"2923",40193488,"2022/02/25","16:39:23.34",0.51
"2924",40193504,"2022/02/25","16:55:04.61",1.22
"2925",40193544,"2022/02/25","17:20:20.80",0.36
"2926",40193536,"2022/02/25","17:23:26.88",1.19
"2927",40193560,"2022/02/25","17:36:00.75",0.83
"2928",40193568,"2022/02/25","17:38:19.54",0.8
"2929",40193584,"2022/02/25","18:26:15.43",0.63
"2930",40193624,"2022/02/25","19:34:01.73",0.89
"2931",40193672,"2022/02/25","20:42:01.97",1.15
"2932",40193704,"2022/02/25","20:57:51.69",1.44
"2933",40193712,"2022/02/25","21:01:55.36",0.84
"2934",40193736,"2022/02/25","22:08:23.67",1.03
"2935",40193752,"2022/02/25","22:26:32.34",0.84
"2936",40193792,"2022/02/25","23:01:30.30",2.35
"2937",40193800,"2022/02/25","23:06:21.06",0.78
"2938",40193832,"2022/02/26","00:15:19.08",1.54
"2939",40193840,"2022/02/26","00:17:09.19",0.76
"2940",40193864,"2022/02/26","01:05:49.68",0.59
"2941",40193872,"2022/02/26","01:29:17.24",0.63
"2942",40193880,"2022/02/26","01:29:52.05",0.98
"2943",40193888,"2022/02/26","01:35:21.80",0.81
"2944",40193896,"2022/02/26","01:41:40.42",1.04
"2945",40193920,"2022/02/26","02:12:01.60",0.58
"2946",40193928,"2022/02/26","02:23:15.56",0.92
"2947",40193944,"2022/02/26","02:47:27.60",1.09
"2948",40193960,"2022/02/26","03:20:38.88",2.32
"2949",40193968,"2022/02/26","03:22:31.80",1.28
"2950",40193976,"2022/02/26","03:29:11.27",0.43
"2951",40193984,"2022/02/26","03:38:03.41",1.39
"2952",40193992,"2022/02/26","03:38:10.79",2.07
"2953",40194032,"2022/02/26","04:15:13.82",0.91
"2954",40194016,"2022/02/26","04:16:33.66",0.24
"2955",40194048,"2022/02/26","05:29:27.92",0.83
"2956",40194056,"2022/02/26","05:51:41.54",0.55
"2957",40194064,"2022/02/26","06:24:53.69",0.39
"2958",40194088,"2022/02/26","07:50:08.59",0.48
"2959",40194096,"2022/02/26","08:21:15.98",0.7
"2960",40194104,"2022/02/26","08:54:01.17",0.46
"2961",40194112,"2022/02/26","10:41:02.50",1.6
"2962",40194120,"2022/02/26","10:44:36.88",1.81
"2963",40194128,"2022/02/26","11:08:20.87",1.29
"2964",37399372,"2022/02/26","11:08:27.13",1.15
"2965",40194136,"2022/02/26","11:58:31.78",1.63
"2966",40194144,"2022/02/26","12:26:13.07",0.93
"2967",40194152,"2022/02/26","12:27:37.00",0.78
"2968",40194160,"2022/02/26","12:34:49.98",0.91
"2969",40194184,"2022/02/26","13:43:52.84",0.86
"2970",40194192,"2022/02/26","14:10:22.62",0.84
"2971",40194208,"2022/02/26","14:37:52.06",1.04
"2972",40194224,"2022/02/26","14:38:45.78",0.38
"2973",40194240,"2022/02/26","14:48:14.84",0.01
"2974",40194264,"2022/02/26","15:27:40.25",1.17
"2975",40194272,"2022/02/26","15:30:19.76",0.35
"2976",40194304,"2022/02/26","16:19:03.18",1.2
"2977",40194336,"2022/02/26","16:56:07.41",0.69
"2978",40194352,"2022/02/26","17:16:35.57",0.89
"2979",40194368,"2022/02/26","17:22:41.75",1.03
"2980",40194384,"2022/02/26","17:27:58.91",0.36
"2981",40194392,"2022/02/26","17:39:28.64",0.75
"2982",40194400,"2022/02/26","17:54:34.33",1.78
"2983",40194432,"2022/02/26","18:51:57.12",0.79
"2984",40194440,"2022/02/26","19:20:26.41",1.03
"2985",37399332,"2022/02/26","19:31:54.69",0.18
"2986",40194448,"2022/02/26","19:32:20.26",0.06
"2987",40194472,"2022/02/26","19:47:28.17",1.09
"2988",40194480,"2022/02/26","19:48:43.82",1.05
"2989",40194488,"2022/02/26","19:57:32.68",1.15
"2990",40194504,"2022/02/26","20:59:22.42",0.86
"2991",40194520,"2022/02/26","21:07:15.37",1.67
"2992",40194528,"2022/02/26","21:09:11.64",0.56
"2993",40194536,"2022/02/26","21:11:45.96",1.57
"2994",40194552,"2022/02/26","22:15:06.16",0.63
"2995",40194560,"2022/02/26","22:25:38.61",0.71
"2996",40194568,"2022/02/26","23:09:27.12",0.98
"2997",40194616,"2022/02/27","00:19:42.29",0.98
"2998",40194656,"2022/02/27","00:34:04.92",1.12
"2999",40194672,"2022/02/27","00:50:06.02",0.94
"3000",40194680,"2022/02/27","00:52:57.70",2.06
"3001",40194704,"2022/02/27","01:00:03.36",0.63
"3002",40194712,"2022/02/27","01:28:55.21",2
"3003",40194720,"2022/02/27","01:29:10.39",1.39
"3004",40194728,"2022/02/27","01:29:33.78",1.43
"3005",40194736,"2022/02/27","01:44:18.30",3.98
"3006",40194744,"2022/02/27","01:48:26.18",1.42
"3007",40194752,"2022/02/27","01:54:32.22",0.51
"3008",40194760,"2022/02/27","02:09:06.68",1.93
"3009",40194768,"2022/02/27","02:12:46.57",0.76
"3010",40194776,"2022/02/27","02:16:29.86",1.4
"3011",40194808,"2022/02/27","03:00:45.95",1.31
"3012",40194816,"2022/02/27","03:13:15.47",1.25
"3013",40194832,"2022/02/27","03:20:00.82",1.76
"3014",40194840,"2022/02/27","03:57:25.90",1.11
"3015",40194848,"2022/02/27","04:44:34.54",3.05
"3016",40194856,"2022/02/27","05:02:17.32",0.43
"3017",37399340,"2022/02/27","05:13:20.94",0.26
"3018",40194872,"2022/02/27","05:13:29.24",0.58
"3019",40194864,"2022/02/27","05:14:05.80",1.41
"3020",40194880,"2022/02/27","05:29:58.19",0.49
"3021",40194896,"2022/02/27","05:52:31.63",0.94
"3022",40194904,"2022/02/27","05:58:50.56",1.09
"3023",40194912,"2022/02/27","06:11:10.36",0.85
"3024",40194920,"2022/02/27","06:23:52.33",0.72
"3025",40194928,"2022/02/27","06:56:49.68",0.76
"3026",40194936,"2022/02/27","07:03:23.31",1.24
"3027",40194944,"2022/02/27","07:13:46.11",0.6
"3028",40194960,"2022/02/27","07:25:49.21",0.64
"3029",40194968,"2022/02/27","07:26:10.68",0.81
"3030",40194976,"2022/02/27","07:28:52.88",1.1
"3031",40194984,"2022/02/27","07:56:42.96",0.47
"3032",37489149,"2022/02/27","07:56:57.50",0.22
"3033",40194992,"2022/02/27","08:04:55.38",1.44
"3034",40195000,"2022/02/27","08:31:19.18",0.33
"3035",40195016,"2022/02/27","09:00:26.48",0.87
"3036",40195024,"2022/02/27","09:04:17.88",0.88
"3037",40195040,"2022/02/27","09:18:44.90",0.88
"3038",40195048,"2022/02/27","09:47:25.58",1.96
"3039",40195056,"2022/02/27","09:49:34.12",0.39
"3040",40195064,"2022/02/27","09:51:21.12",0.64
"3041",37489157,"2022/02/27","09:51:51.53",0.31
"3042",40195072,"2022/02/27","09:52:51.98",1.5
"3043",40195080,"2022/02/27","10:04:34.57",1.15
"3044",40195088,"2022/02/27","10:07:31.13",0.6
"3045",40195096,"2022/02/27","10:17:17.05",1.19
"3046",40195104,"2022/02/27","10:23:36.00",0.87
"3047",40195112,"2022/02/27","10:26:48.70",0.81
"3048",40195120,"2022/02/27","10:43:18.47",0.33
"3049",40195128,"2022/02/27","10:43:43.21",0.76
"3050",40195136,"2022/02/27","11:48:13.25",1.12
"3051",40195152,"2022/02/27","12:47:33.98",1.46
"3052",40195160,"2022/02/27","13:11:22.13",1.23
"3053",40195176,"2022/02/27","14:30:28.19",1.22
"3054",40195184,"2022/02/27","14:55:09.61",0.92
"3055",40195216,"2022/02/27","15:56:00.21",1.16
"3056",40195248,"2022/02/27","16:20:35.76",0.48
"3057",40195272,"2022/02/27","17:00:05.31",0.71
"3058",40195328,"2022/02/27","18:27:44.67",0.8
"3059",40195392,"2022/02/27","19:49:09.70",1.85
"3060",40195424,"2022/02/27","20:32:30.12",0.54
"3061",40195432,"2022/02/27","21:00:43.75",0.97
"3062",40195440,"2022/02/27","21:18:44.70",0.44
"3063",40195456,"2022/02/27","21:20:56.04",2.44
"3064",40195480,"2022/02/27","21:42:18.02",1.25
"3065",40195504,"2022/02/27","22:16:24.00",0.25
"3066",40195520,"2022/02/27","23:07:15.04",0.62
"3067",40195528,"2022/02/27","23:54:02.92",0.34
"3068",40195536,"2022/02/28","00:03:35.18",0.24
"3069",40195544,"2022/02/28","00:07:24.77",0.2
"3070",40195560,"2022/02/28","00:54:09.35",0.72
"3071",40195584,"2022/02/28","01:07:36.95",1.76
"3072",40195592,"2022/02/28","01:13:11.46",0.81
"3073",40195608,"2022/02/28","01:42:57.67",1.38
"3074",37399348,"2022/02/28","01:43:10.70",1.47
"3075",40195632,"2022/02/28","02:11:08.84",1.8
"3076",40195656,"2022/02/28","02:28:31.42",2.31
"3077",40195664,"2022/02/28","03:50:15.55",1.01
"3078",40195672,"2022/02/28","04:55:06.00",1.49
"3079",40195688,"2022/02/28","05:11:26.72",1.4
"3080",40195704,"2022/02/28","05:45:28.10",0.98
"3081",40195712,"2022/02/28","05:47:07.42",0.83
"3082",40195720,"2022/02/28","06:07:41.35",1.36
"3083",37399356,"2022/02/28","06:07:52.90",1.08
"3084",40195728,"2022/02/28","06:12:14.34",1.17
"3085",40195744,"2022/02/28","06:53:15.38",0.71
"3086",40195752,"2022/02/28","07:17:19.04",0.76
"3087",37399364,"2022/02/28","08:41:15.49",0.05
"3088",40195800,"2022/02/28","08:41:20.06",0.58
"3089",40195816,"2022/02/28","09:20:13.95",1.14
"3090",40195824,"2022/02/28","10:52:55.19",0.93
"3091",40195832,"2022/02/28","11:07:02.48",1.13
"3092",40195848,"2022/02/28","11:28:28.78",1.34
"3093",40195856,"2022/02/28","11:40:19.36",1.26
"3094",40195872,"2022/02/28","11:53:07.21",0.89
"3095",40195880,"2022/02/28","11:57:25.37",3.26
"3096",40195920,"2022/02/28","13:47:59.03",0.35
"3097",40195928,"2022/02/28","14:05:40.34",1.51
"3098",40195944,"2022/02/28","14:18:53.51",0.83
"3099",40195968,"2022/02/28","14:24:19.10",0.84
"3100",40195992,"2022/02/28","15:27:16.85",1.04
"3101",40196096,"2022/02/28","18:00:43.01",1.21
"3102",40196104,"2022/02/28","18:01:07.20",1.16
"3103",40196112,"2022/02/28","18:16:56.75",1.1
"3104",40196152,"2022/02/28","19:51:07.67",1.37
"3105",40196168,"2022/02/28","20:14:05.92",1.36
"3106",40196176,"2022/02/28","20:14:46.04",0.75
"3107",40196184,"2022/02/28","20:17:12.14",0.55
"3108",40196192,"2022/02/28","20:30:22.36",1.44
"3109",40196208,"2022/02/28","21:01:36.63",1.17
"3110",40196224,"2022/02/28","21:14:18.75",1.87
"3111",37399516,"2022/02/28","21:14:56.42",0.91
"3112",40196264,"2022/02/28","21:35:56.71",1.25
"3113",40196272,"2022/02/28","21:42:53.87",0.84
"3114",40196280,"2022/02/28","21:46:01.53",1.47
"3115",40196296,"2022/02/28","21:49:15.03",1.32
"3116",40196288,"2022/02/28","21:52:12.77",0.37
"3117",40196312,"2022/02/28","22:31:58.24",1.03
"3118",40196320,"2022/02/28","22:38:03.31",0.55
"3119",40196360,"2022/02/28","23:12:13.48",0.47
"3120",40196376,"2022/02/28","23:48:12.29",1.27
"3121",40196408,"2022/03/01","00:20:52.91",1.54
"3122",40196416,"2022/03/01","00:25:24.68",0.35
"3123",40196440,"2022/03/01","00:47:21.46",0.46
"3124",40196472,"2022/03/01","01:46:17.55",1.59
"3125",40196480,"2022/03/01","01:57:35.86",2.3
"3126",40196496,"2022/03/01","02:13:20.21",0.69
"3127",40196520,"2022/03/01","02:22:39.99",0.77
"3128",40196504,"2022/03/01","02:25:51.64",1.09
"3129",40196512,"2022/03/01","02:25:54.47",1.31
"3130",40196528,"2022/03/01","02:29:09.82",1.29
"3131",37399812,"2022/03/01","02:29:30.21",0.8
"3132",40196536,"2022/03/01","02:33:48.58",1.39
"3133",37399804,"2022/03/01","03:34:24.49",0.47
"3134",40196552,"2022/03/01","03:34:55.86",0.76
"3135",40196560,"2022/03/01","04:10:04.58",2.49
"3136",40196568,"2022/03/01","04:39:52.12",0.51
"3137",40196576,"2022/03/01","04:44:07.93",1.37
"3138",40196584,"2022/03/01","04:45:17.37",1.01
"3139",40196600,"2022/03/01","04:58:13.95",1.25
"3140",40196608,"2022/03/01","05:01:01.35",0.92
"3141",40196616,"2022/03/01","05:01:10.86",2.84
"3142",40196624,"2022/03/01","05:02:24.85",1.24
"3143",40196632,"2022/03/01","05:02:34.40",1.93
"3144",37399532,"2022/03/01","05:02:45.30",1.99
"3145",37399644,"2022/03/01","05:02:59.55",1.48
"3146",40196640,"2022/03/01","05:04:09.12",1.73
"3147",40196648,"2022/03/01","05:06:19.47",0.87
"3148",40196656,"2022/03/01","05:06:42.71",2.83
"3149",40196664,"2022/03/01","05:08:04.11",1.36
"3150",40196672,"2022/03/01","05:08:32.81",1.45
"3151",40196680,"2022/03/01","05:12:16.92",1.55
"3152",37399484,"2022/03/01","05:12:21.10",0.9
"3153",40196696,"2022/03/01","05:20:53.28",1.73
"3154",40196704,"2022/03/01","05:25:22.79",1.07
"3155",40196712,"2022/03/01","05:25:48.57",1.33
"3156",40196720,"2022/03/01","05:28:10.69",1.28
"3157",40196728,"2022/03/01","05:34:28.24",1.08
"3158",40196736,"2022/03/01","06:22:20.00",1.31
"3159",40196744,"2022/03/01","06:23:32.37",0.74
"3160",37399820,"2022/03/01","06:23:33.69",0.99
"3161",40196752,"2022/03/01","06:34:09.97",2.61
"3162",40196760,"2022/03/01","06:34:54.85",1.75
"3163",40196768,"2022/03/01","06:35:15.93",1.38
"3164",40196776,"2022/03/01","06:41:38.93",0.68
"3165",40196784,"2022/03/01","06:49:48.52",0.32
"3166",40196792,"2022/03/01","07:20:36.90",0.86
"3167",40196800,"2022/03/01","07:47:31.30",1.47
"3168",40196808,"2022/03/01","08:05:29.50",1.04
"3169",40196816,"2022/03/01","08:05:58.29",0.8
"3170",40196824,"2022/03/01","08:11:28.57",0.39
"3171",40196832,"2022/03/01","08:13:13.36",1.16
"3172",40196840,"2022/03/01","08:14:22.53",0.8
"3173",40196856,"2022/03/01","08:28:33.06",1.07
"3174",40196864,"2022/03/01","08:34:16.63",0.89
"3175",40196872,"2022/03/01","09:05:05.67",1.2
"3176",40196880,"2022/03/01","09:18:40.05",0.65
"3177",40196888,"2022/03/01","09:47:10.95",1.76
"3178",40196896,"2022/03/01","09:51:54.79",0.88
"3179",40196912,"2022/03/01","10:03:54.27",2.18
"3180",40196920,"2022/03/01","10:21:35.64",1.49
"3181",40196936,"2022/03/01","10:30:52.59",1.41
"3182",40196944,"2022/03/01","10:50:20.90",0.82
"3183",40196960,"2022/03/01","11:59:13.32",1.52
"3184",40196968,"2022/03/01","12:10:25.31",0.65
"3185",40196976,"2022/03/01","12:10:43.25",0.94
"3186",40196984,"2022/03/01","12:32:50.06",1.21
"3187",40196992,"2022/03/01","12:56:43.93",0.94
"3188",40197000,"2022/03/01","13:19:44.01",0.95
"3189",40197008,"2022/03/01","13:21:14.00",0.79
"3190",40197016,"2022/03/01","14:13:07.31",0.91
"3191",40197048,"2022/03/01","14:47:10.72",2
"3192",40197056,"2022/03/01","14:48:02.35",1.4
"3193",40197064,"2022/03/01","15:07:09.65",0.78
"3194",40197088,"2022/03/01","15:20:52.59",1.46
"3195",40197120,"2022/03/01","16:54:33.85",0.21
"3196",40197112,"2022/03/01","16:56:52.54",1.97
"3197",40197152,"2022/03/01","18:00:49.45",1.27
"3198",40197160,"2022/03/01","18:02:09.84",1.69
"3199",40197176,"2022/03/01","18:02:44.18",1.36
"3200",40197184,"2022/03/01","18:10:40.17",0.92
"3201",40197216,"2022/03/01","18:52:36.18",0.79
"3202",40197224,"2022/03/01","18:53:24.64",1.56
"3203",40197264,"2022/03/01","19:28:11.86",1.43
"3204",40197288,"2022/03/01","19:59:44.15",1.03
"3205",37400132,"2022/03/01","20:00:09.08",0.92
"3206",40197296,"2022/03/01","20:00:42.95",1.12
"3207",37400124,"2022/03/01","20:07:15.33",0.81
"3208",40197312,"2022/03/01","20:07:35.74",1.01
"3209",40197336,"2022/03/01","20:32:18.60",1.04
"3210",40197376,"2022/03/01","21:41:08.61",1.6
"3211",40197384,"2022/03/01","21:42:04.31",1.12
"3212",40197400,"2022/03/01","21:48:09.93",0.74
"3213",40197408,"2022/03/01","22:11:06.72",1.77
"3214",40197432,"2022/03/01","22:49:24.59",0.71
"3215",40197440,"2022/03/01","22:52:03.28",1.2
"3216",40197456,"2022/03/01","23:23:08.45",0.97
"3217",40197496,"2022/03/02","00:03:47.10",0.77
"3218",40197512,"2022/03/02","00:12:29.70",2.03
"3219",40197520,"2022/03/02","00:14:27.33",1.33
"3220",40197560,"2022/03/02","01:05:59.40",0.83
"3221",40197592,"2022/03/02","01:12:43.51",0.98
"3222",40197632,"2022/03/02","01:55:03.58",0.34
"3223",40197648,"2022/03/02","03:09:55.27",2.28
"3224",40197688,"2022/03/02","04:38:50.89",1.08
"3225",40197696,"2022/03/02","05:08:23.87",0.74
"3226",40197712,"2022/03/02","05:17:21.32",0.92
"3227",40197728,"2022/03/02","06:46:20.61",0.42
"3228",40197736,"2022/03/02","07:15:22.06",0.74
"3229",40197744,"2022/03/02","07:59:54.54",0.92
"3230",40197752,"2022/03/02","08:12:39.15",0.5
"3231",40197760,"2022/03/02","08:16:23.43",0.85
"3232",40197768,"2022/03/02","08:23:56.23",1.17
"3233",40197776,"2022/03/02","09:01:43.32",0.51
"3234",40197784,"2022/03/02","09:09:24.66",1.03
"3235",40197792,"2022/03/02","09:28:42.69",1.14
"3236",40197800,"2022/03/02","09:40:08.01",1.33
"3237",40197808,"2022/03/02","09:40:25.34",0.77
"3238",40197824,"2022/03/02","11:20:23.95",1.29
"3239",40197832,"2022/03/02","11:40:38.81",0.38
"3240",40197840,"2022/03/02","11:47:45.76",2
"3241",40197848,"2022/03/02","11:56:02.03",1.44
"3242",40197864,"2022/03/02","12:21:09.15",0.82
"3243",40197880,"2022/03/02","13:22:10.28",0.82
